 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sh603398,N∞Ó±¶,2015-12-09,20.12,20.12,20.12,20.12,13.97,11200.0,225344.0,482880000.0,1931520000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-10,22.13,22.13,22.13,22.13,20.12,8000.0,177040.0,531120000.0,2124480000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-11,24.34,24.34,24.34,24.34,22.13,6000.0,146040.0,584160000.0,2336640000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-14,26.77,26.77,26.77,26.77,24.34,22600.0,605002.0,642480000.0,2569920000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-15,29.45,29.45,29.45,29.45,26.77,20400.0,600780.0,706800000.0,2827200000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-16,32.4,32.4,32.4,32.4,29.45,16800.0,544320.0,777600000.0,3110400000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-17,35.64,35.64,35.64,35.64,32.4,12000.0,427680.0,855360000.0,3421440000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-18,39.2,39.2,39.2,39.2,35.64,50100.0,1963920.0,940800000.0,3763200000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-21,43.12,43.12,43.12,43.12,39.2,28500.0,1228920.0,1034880000.0,4139520000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-22,47.43,47.43,47.43,47.43,43.12,34300.0,1626849.0,1138320000.0,4553280000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-23,52.17,52.17,52.17,52.17,47.43,178100.0,9291477.0,1252080000.0,5008320000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-24,57.39,57.39,57.39,57.39,52.17,140482.0,8062262.0,1377360000.0,5509440000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-25,63.13,63.13,63.13,63.13,57.39,86600.0,5467058.0,1515120000.0,6060480000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-28,69.44,69.44,69.44,69.44,63.13,150363.0,10441207.0,1666560000.0,6666240000.0
sh603398,∞Ó±¶“Ê÷«,2015-12-29,76.38,76.38,76.38,76.38,69.44,235047.0,17952890.0,1833120000.0,7332480000.0
