 ˝æ›”…–œ≤ª––’˚¿Ì£¨∂‘ ˝æ›◊÷∂Œ”–“…Œ µƒ£¨ø…“‘÷±Ω”Œ¢–≈ÀΩ–≈–œ≤ª––£¨Œ¢–≈∫≈£∫xbx9585
π…∆±¥˙¬Î,π…∆±√˚≥∆,Ωª“◊»’∆⁄,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,«∞ ’≈Ãº€,≥…Ωª¡ø,≥…Ωª∂Ó,¡˜Õ® –÷µ,◊‹ –÷µ
sz002550,N«ß∫Ï,2011-02-18,37.9,41.8,36.11,39.22,32.0,25756951.0,977990301.2,1255040000.0,6275200000.0
sz002550,«ß∫Ï÷∆“©,2011-02-21,38.5,41.5,38.08,40.8,39.22,13519565.0,542270861.5,1305600000.0,6528000000.0
sz002550,«ß∫Ï÷∆“©,2011-02-22,40.09,40.36,38.0,38.19,40.8,9041242.0,353520513.0,1222080000.0,6110400000.0
sz002550,«ß∫Ï÷∆“©,2011-02-23,38.13,39.47,38.11,39.0,38.19,5107099.0,198867202.1,1248000000.0,6240000000.0
sz002550,«ß∫Ï÷∆“©,2011-02-24,38.77,39.16,38.12,38.89,39.0,4201898.0,162449441.9,1244480000.0,6222400000.0
sz002550,«ß∫Ï÷∆“©,2011-02-25,38.6,38.6,37.5,37.96,38.89,3907736.0,148513191.1,1214720000.0,6073600000.0
sz002550,«ß∫Ï÷∆“©,2011-02-28,37.92,39.09,37.75,38.83,37.96,3123321.0,120257871.5,1242560000.0,6212800000.0
sz002550,«ß∫Ï÷∆“©,2011-03-01,38.98,40.0,38.71,39.13,38.83,3562830.0,140442326.0,1252160000.0,6260800000.0
sz002550,«ß∫Ï÷∆“©,2011-03-02,38.86,41.5,38.73,40.71,39.13,5636437.0,227020496.0,1302720000.0,6513600000.0
sz002550,«ß∫Ï÷∆“©,2011-03-03,41.0,41.0,39.53,39.9,40.71,3466122.0,139350468.9,1276800000.0,6384000000.0
sz002550,«ß∫Ï÷∆“©,2011-03-04,39.96,42.48,39.32,41.6,39.9,5032836.0,208031364.8,1331200000.0,6656000000.0
sz002550,«ß∫Ï÷∆“©,2011-03-07,41.34,42.44,41.2,41.73,41.6,3868891.0,161578625.8,1335360000.0,6676800000.0
sz002550,«ß∫Ï÷∆“©,2011-03-08,41.4,41.6,40.5,41.28,41.73,3123047.0,127898157.0,1320960000.0,6604800000.0
sz002550,«ß∫Ï÷∆“©,2011-03-09,41.1,41.4,40.38,40.41,41.28,2822023.0,114982877.2,1293120000.0,6465600000.0
