йЩ╬щсипо╡╩ппуШюМё╛╤тйЩ╬щвж╤нспринй╣дё╛©иртж╠╫сн╒пек╫пепо╡╩ппё╛н╒пе╨её╨xbx9585
╧иф╠╢ЗбК,╧иф╠цШЁф,╫╩рвхуфз,©╙ел╪ш,вН╦ъ╪ш,вН╣м╪ш,йуел╪ш,г╟йуел╪ш,Ёи╫╩а©,Ёи╫╩╤Н,аВм╗йпж╣,вэйпж╣
sz000817,аи╨ссмлО,1998-05-28,5.8,6.28,5.51,5.84,3.86,117541083.0,682229077.08,1051200000.0,6424000000.0
sz000817,аи╨ссмлО,1998-05-29,5.72,5.83,5.56,5.63,5.84,36436542.0,206366115.17,1013400000.0,6193000000.0
sz000817,аи╨ссмлО,1998-06-01,5.7,5.75,5.34,5.44,5.63,22379357.0,123494619.86,979200000.0,5984000000.0
sz000817,аи╨ссмлО,1998-06-02,5.47,5.58,5.33,5.57,5.44,12099597.0,65586175.26,1002600000.0,6127000000.0
sz000817,аи╨ссмлО,1998-06-03,5.58,5.68,5.47,5.51,5.57,10893773.0,60872293.82,991800000.0,6061000000.0
sz000817,аи╨ссмлО,1998-06-04,5.5,5.53,5.38,5.47,5.51,6701557.0,36373811.85,984600000.0,6017000000.0
sz000817,аи╨ссмлО,1998-06-05,5.47,5.65,5.43,5.57,5.47,9859434.0,54714943.85,1000800000.0,6116000000.0
sz000817,аи╨ссмлО,1998-06-08,5.56,5.6,5.34,5.39,5.56,7573963.0,41204175.48,970200000.0,5929000000.0
sz000817,аи╨ссмлО,1998-06-09,5.37,5.37,5.1,5.15,5.39,8469328.0,44060540.64,927000000.0,5665000000.0
sz000817,аи╨ссмлО,1998-06-10,5.15,5.26,5.12,5.18,5.15,4037081.0,20958925.04,932400000.0,5698000000.0
sz000817,аи╨ссмлО,1998-06-11,5.15,5.19,4.98,5.0,5.18,4975800.0,25129958.02,900000000.0,5500000000.0
sz000817,аи╨ссмлО,1998-06-12,5.12,5.19,5.03,5.17,5.0,5671480.0,28885732.57,930600000.0,5687000000.0
sz000817,аи╨ссмлО,1998-06-15,5.16,5.18,4.95,4.99,5.17,3809400.0,19208075.27,898200000.0,5489000000.0
sz000817,аи╨ссмлО,1998-06-16,4.99,5.0,4.7,4.85,4.99,4974725.0,24103053.15,873000000.0,5335000000.0
sz000817,аи╨ссмлО,1998-06-17,4.87,4.94,4.66,4.69,4.85,3634227.0,17297518.26,844200000.0,5159000000.0
sz000817,аи╨ссмлО,1998-06-18,4.73,5.16,4.73,5.16,4.69,5631490.0,28423407.66,928800000.0,5676000000.0
sz000817,аи╨ссмлО,1998-06-19,5.24,5.27,5.09,5.22,5.16,11596412.0,60124445.88,939600000.0,5742000000.0
sz000817,аи╨ссмлО,1998-06-22,5.22,5.37,5.08,5.09,5.22,6466342.0,33758005.76,916200000.0,5599000000.0
sz000817,аи╨ссмлО,1998-06-23,5.1,5.24,5.01,5.2,5.09,3986337.0,20553820.33,936000000.0,5720000000.0
sz000817,аи╨ссмлО,1998-06-24,5.2,5.28,5.1,5.19,5.2,2597700.0,13506276.8,934200000.0,5709000000.0
sz000817,аи╨ссмлО,1998-06-25,5.18,5.2,5.03,5.04,5.19,2848093.0,14464428.15,907200000.0,5544000000.0
sz000817,аи╨ссмлО,1998-06-26,5.04,5.09,5.0,5.05,5.04,2048383.0,10324346.73,909000000.0,5555000000.0
sz000817,аи╨ссмлО,1998-06-29,5.03,5.05,4.87,4.89,5.05,2536550.0,12509422.5,880200000.0,5379000000.0
sz000817,аи╨ссмлО,1998-06-30,4.88,5.0,4.85,4.9,4.89,1569700.0,7745942.68,880200000.0,5379000000.0
sz000817,аи╨ссмлО,1998-07-01,5.01,5.28,4.9,5.06,4.89,6328363.0,32346585.62,910800000.0,5566000000.0
sz000817,аи╨ссмлО,1998-07-02,5.07,5.5,5.06,5.36,5.06,16689531.0,88930928.57,964800000.0,5896000000.0
sz000817,аи╨ссмлО,1998-07-03,5.36,5.57,5.13,5.4,5.36,11280465.0,61288793.25,972000000.0,5940000000.0
sz000817,аи╨ссмлО,1998-07-06,5.5,5.59,5.35,5.39,5.4,8753990.0,48091905.92,970200000.0,5929000000.0
sz000817,аи╨ссмлО,1998-07-07,5.38,5.56,5.38,5.42,5.39,4447910.0,24313866.43,975600000.0,5962000000.0
sz000817,аи╨ссмлО,1998-07-08,5.45,5.68,5.36,5.68,5.42,10144188.0,56594473.59,1022400000.0,6248000000.0
sz000817,аи╨ссмлО,1998-07-09,5.7,5.76,5.59,5.61,5.68,9577016.0,54349336.23,1009800000.0,6171000000.0
sz000817,аи╨ссмлО,1998-07-10,5.56,5.68,5.5,5.59,5.61,6317567.0,35147815.42,1006200000.0,6149000000.0
sz000817,аи╨ссмлО,1998-07-13,5.6,5.7,5.55,5.56,5.59,3961945.0,22246307.05,1002600000.0,6127000000.0
sz000817,аи╨ссмлО,1998-07-14,5.55,5.6,5.3,5.3,5.57,5968040.0,32112797.0,954000000.0,5830000000.0
sz000817,аи╨ссмлО,1998-07-15,5.25,5.53,5.25,5.46,5.3,4114886.0,22316198.29,982800000.0,6006000000.0
sz000817,аи╨ссмлО,1998-07-16,5.48,5.5,5.31,5.4,5.46,2820200.0,15279673.73,972000000.0,5940000000.0
sz000817,аи╨ссмлО,1998-07-17,5.38,5.47,5.33,5.37,5.4,2693089.0,14531852.24,966600000.0,5907000000.0
sz000817,аи╨ссмлО,1998-07-20,5.37,5.4,5.2,5.27,5.37,2782856.0,14727226.28,948600000.0,5797000000.0
sz000817,аи╨ссмлО,1998-07-21,5.26,5.34,5.2,5.32,5.27,2266570.0,11947214.9,957600000.0,5852000000.0
sz000817,аи╨ссмлО,1998-07-22,5.3,5.45,5.25,5.36,5.32,2203653.0,11804512.44,963000000.0,5885000000.0
sz000817,аи╨ссмлО,1998-07-23,5.36,5.49,5.34,5.39,5.35,2477280.0,13424072.25,970200000.0,5929000000.0
sz000817,аи╨ссмлО,1998-07-24,5.42,5.47,5.35,5.37,5.39,2438521.0,13138172.41,966600000.0,5907000000.0
sz000817,аи╨ссмлО,1998-07-27,5.4,5.44,5.28,5.3,5.37,1703700.0,9064010.0,954000000.0,5830000000.0
sz000817,аи╨ссмлО,1998-07-28,5.31,5.37,5.26,5.35,5.3,1423076.0,7545994.26,961200000.0,5874000000.0
sz000817,аи╨ссмлО,1998-07-29,5.35,5.5,5.35,5.38,5.34,2350622.0,12756570.97,968400000.0,5918000000.0
sz000817,аи╨ссмлО,1998-07-30,5.4,5.49,5.38,5.41,5.38,1942637.0,10545874.24,975600000.0,5962000000.0
sz000817,аи╨ссмлО,1998-07-31,5.41,5.47,5.3,5.3,5.42,2027195.0,10832451.49,954000000.0,5830000000.0
sz000817,аи╨ссмлО,1998-08-03,5.28,5.28,5.15,5.17,5.3,4195928.0,21756893.15,930600000.0,5687000000.0
sz000817,аи╨ссмлО,1998-08-04,5.15,5.17,5.06,5.11,5.17,2036662.0,10386375.91,919800000.0,5621000000.0
sz000817,аи╨ссмлО,1998-08-05,5.1,5.17,5.09,5.14,5.11,1092391.0,5599402.7,925200000.0,5654000000.0
sz000817,аи╨ссмлО,1998-08-06,5.14,5.15,5.05,5.06,5.14,1844900.0,9377942.55,910800000.0,5566000000.0
sz000817,аи╨ссмлО,1998-08-07,5.05,5.06,5.0,5.02,5.06,2738664.0,13730194.96,905400000.0,5533000000.0
sz000817,аи╨ссмлО,1998-08-10,4.98,4.98,4.8,4.87,5.03,1799805.0,8778549.93,876600000.0,5357000000.0
sz000817,аи╨ссмлО,1998-08-11,4.86,4.93,4.72,4.75,4.87,1420800.0,6871612.8,855000000.0,5225000000.0
sz000817,аи╨ссмлО,1998-08-12,4.75,4.76,4.5,4.7,4.75,3021498.0,13960773.87,846000000.0,5170000000.0
sz000817,аи╨ссмлО,1998-08-13,4.7,4.78,4.61,4.76,4.7,1570036.0,7370720.58,856800000.0,5236000000.0
sz000817,аи╨ссмлО,1998-08-14,4.75,4.75,4.5,4.51,4.76,1898400.0,8714025.9,813600000.0,4972000000.0
sz000817,аи╨ссмлО,1998-08-17,4.45,4.45,4.06,4.06,4.52,2718100.0,11302150.76,730800000.0,4466000000.0
sz000817,аи╨ссмлО,1998-08-18,4.16,4.33,4.06,4.13,4.06,1771984.0,7399139.8,747000000.0,4565000000.0
sz000817,аи╨ссмлО,1998-08-19,4.15,4.38,4.13,4.36,4.15,1962295.0,8422281.53,784800000.0,4796000000.0
sz000817,аи╨ссмлО,1998-08-20,4.31,4.48,4.27,4.42,4.36,2586988.0,11351824.31,795600000.0,4862000000.0
sz000817,аи╨ссмлО,1998-08-21,4.42,4.6,4.34,4.58,4.42,3246895.0,14541402.89,824400000.0,5038000000.0
sz000817,аи╨ссмлО,1998-08-24,4.56,4.6,4.45,4.47,4.58,2419993.0,10925605.68,804600000.0,4917000000.0
sz000817,аи╨ссмлО,1998-08-25,4.42,4.45,4.32,4.41,4.47,1738526.0,7607076.64,793800000.0,4851000000.0
sz000817,аи╨ссмлО,1998-08-26,4.37,4.4,4.32,4.33,4.41,1338500.0,5831228.65,779400000.0,4763000000.0
sz000817,аи╨ссмлО,1998-08-27,4.3,4.3,4.18,4.21,4.33,1620464.0,6850573.8,756000000.0,4620000000.0
sz000817,аи╨ссмлО,1998-08-28,4.17,4.26,4.13,4.22,4.2,1392754.0,5837823.56,759600000.0,4642000000.0
sz000817,аи╨ссмлО,1998-08-31,4.18,4.29,3.96,4.28,4.22,1871274.0,7669342.02,770400000.0,4708000000.0
