Êý¾ÝÓÉÐÏ²»ÐÐÕûÀí£¬¶ÔÊý¾Ý×Ö¶ÎÓÐÒÉÎÊµÄ£¬¿ÉÒÔÖ±½ÓÎ¢ÐÅË½ÐÅÐÏ²»ÐÐ£¬Î¢ÐÅºÅ£ºxbx9585
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,Ç°ÊÕÅÌ¼Û,³É½»Á¿,³É½»¶î,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ
sh600789,Â³¿¹Ò½Ò©,1997-02-26,12.8,13.4,12.6,12.73,6.3,53135000.0,682170000.0,1018400000.0,3801814500.0
sh600789,Â³¿¹Ò½Ò©,1997-02-27,12.7,12.78,12.45,12.5,12.73,11028000.0,138600000.0,1000000000.0,3733125000.0
sh600789,Â³¿¹Ò½Ò©,1997-02-28,12.48,12.48,12.08,12.35,12.5,6347700.0,77905000.0,988000000.0,3688327500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-03,12.29,12.8,12.21,12.62,12.35,5251200.0,66364912.0,1009600000.0,3768963000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-04,12.6,12.67,12.36,12.5,12.62,4128900.0,51528211.0,1000000000.0,3733125000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-05,12.5,13.15,12.4,12.7,12.5,6711700.0,85976128.0,1016000000.0,3792855000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-06,12.68,12.92,12.65,12.78,12.7,4332100.0,55462570.0,1022400000.0,3816747000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-07,12.78,12.8,12.65,12.7,12.78,3346100.0,42563237.0,1016000000.0,3792855000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-10,12.7,12.85,12.63,12.75,12.7,3532200.0,44999540.0,1020000000.0,3807787500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-11,12.75,13.08,12.6,12.94,12.75,5309400.0,68271572.0,1035200000.0,3864531000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-12,12.99,13.23,12.8,13.05,12.94,7597900.0,98876001.0,1044000000.0,3897382500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-13,13.05,13.1,12.69,12.75,13.05,3764700.0,48322330.0,1020000000.0,3807787500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-14,12.65,12.8,12.56,12.65,12.75,3263500.0,41297449.0,1012000000.0,3777922500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-17,12.8,12.87,12.66,12.79,12.65,4257000.0,54221465.0,1023200000.0,3819733500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-18,12.8,12.93,12.55,12.74,12.79,4660300.0,59339370.0,1019200000.0,3804801000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-19,12.8,14.0,12.7,13.76,12.74,13103200.0,178252761.0,1100800000.0,4109424000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-20,13.75,13.97,12.92,13.1,13.76,7367400.0,99870158.0,1048000000.0,3912315000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-21,12.68,12.7,11.79,12.59,13.1,6250300.0,77454320.0,1007200000.0,3760003500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-24,12.5,12.58,12.0,12.21,12.59,7051000.0,85943528.0,976800000.0,3646516500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-25,12.2,12.55,11.95,12.38,12.21,4061600.0,49719169.0,990400000.0,3697287000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-26,12.38,12.48,12.15,12.26,12.38,2323900.0,28471705.0,980800000.0,3661449000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-27,12.26,12.37,12.05,12.14,12.26,2250700.0,27396120.0,971200000.0,3625611000.0
sh600789,Â³¿¹Ò½Ò©,1997-03-28,12.1,12.42,12.08,12.25,12.14,1904700.0,23288148.0,980000000.0,3658462500.0
sh600789,Â³¿¹Ò½Ò©,1997-03-31,12.3,12.7,12.3,12.61,12.25,3640400.0,45602030.0,1008800000.0,3765976500.0
sh600789,Â³¿¹Ò½Ò©,1997-04-01,12.65,12.75,12.45,12.54,12.61,2096300.0,26298635.0,1003200000.0,3745071000.0
sh600789,Â³¿¹Ò½Ò©,1997-04-02,12.6,12.7,12.45,12.46,12.54,2361700.0,29658233.0,996800000.0,3721179000.0
