�������ϲ����������������ֶ������ʵģ�����ֱ��΢��˽���ϲ��У�΢�źţ�xbx9585
��Ʊ����,��Ʊ����,��������,���̼�,��߼�,��ͼ�,���̼�,ǰ���̼�,�ɽ���,�ɽ���,��ͨ��ֵ,����ֵ
sh688037,оԴ΢,2020-02-27,115.64,122.64,114.55,116.03,116.0,2361766.0,279349508.0,2051844932.35,9746520000.0
sh688037,оԴ΢,2020-02-28,108.34,111.98,103.22,105.4,116.03,2774871.0,299027640.0,1863866723.0,8853600000.0
sh688037,оԴ΢,2020-03-02,109.06,110.5,105.0,108.5,105.4,2046698.0,221647541.0,1918686332.5,9114000000.0
sh688037,оԴ΢,2020-03-03,111.59,121.02,110.05,113.83,108.5,3187550.0,367632601.0,2012940693.35,9561720000.0
sh688037,оԴ΢,2020-03-04,111.64,113.8,103.59,108.18,113.83,2281249.0,246848423.0,1913027534.1,9087120000.0
sh688037,оԴ΢,2020-03-05,110.8,113.37,106.03,111.52,108.18,2133647.0,235117603.0,1972091242.4,9367680000.0
sh688037,оԴ΢,2020-03-06,108.31,109.3,103.84,105.43,111.52,2342943.0,248942399.0,1864397235.35,8856120000.0
sh688037,оԴ΢,2020-03-09,100.94,102.02,91.5,91.83,105.43,3217761.0,310416986.0,1623898303.35,7713720000.0
sh688037,оԴ΢,2020-03-10,92.15,110.2,92.15,110.2,91.83,5508358.0,563828286.0,1948748699.0,9256800000.0
sh688037,оԴ΢,2020-03-11,110.4,119.68,107.81,112.6,110.2,6038105.0,688393003.0,1991189687.0,9458400000.0
sh688037,оԴ΢,2020-03-12,105.36,120.98,101.0,112.5,112.6,5320126.0,603871845.0,1989421312.5,9450000000.0
sh688037,оԴ΢,2020-03-13,107.09,135.0,107.09,131.85,112.5,7771222.0,973511549.0,2331601778.25,11075400000.0
sh688037,оԴ΢,2020-03-16,131.0,136.98,124.01,128.99,131.85,6268454.0,816028812.0,2281026267.55,10835160000.0
sh688037,оԴ΢,2020-03-17,135.93,142.05,131.72,136.1,128.99,7075071.0,975640891.0,2406757694.5,11432400000.0
sh688037,оԴ΢,2020-03-18,138.5,138.5,125.85,126.11,136.1,5678871.0,750445499.0,2230097081.95,10593240000.0
sh688037,оԴ΢,2020-03-19,125.3,131.55,118.0,129.54,126.11,4530398.0,571671942.0,2290752327.3,10881360000.0
sh688037,оԴ΢,2020-03-20,129.69,130.89,115.2,115.2,129.54,4429484.0,548029269.0,2037167424.0,9676800000.0
sh688037,оԴ΢,2020-03-23,108.0,109.8,99.07,102.3,115.2,4709750.0,490241889.0,1809047113.5,8593200000.0
sh688037,оԴ΢,2020-03-24,106.1,116.7,102.55,116.7,102.3,5446348.0,589225412.0,2063693041.5,9802800000.0
sh688037,оԴ΢,2020-03-25,121.0,129.9,116.6,118.6,116.7,5748048.0,708702307.0,2097292157.0,9962400000.0
sh688037,оԴ΢,2020-03-26,114.98,127.55,114.3,124.13,118.6,4413488.0,541922512.0,2195083266.85,10426920000.0
sh688037,оԴ΢,2020-03-27,126.5,128.8,115.6,117.26,124.13,3840147.0,464278049.0,2073595938.7,9849840000.0
sh688037,оԴ΢,2020-03-30,112.0,124.88,106.0,121.82,117.26,5014960.0,594757926.0,2154233815.9,10232880000.0
sh688037,оԴ΢,2020-03-31,124.12,128.7,117.28,121.0,121.82,4172562.0,513973275.0,2139733145.0,10164000000.0
sh688037,оԴ΢,2020-04-01,119.6,127.32,119.6,122.6,121.0,4097869.0,508157074.0,2168027137.0,10298400000.0
sh688037,оԴ΢,2020-04-02,122.79,142.79,118.1,136.41,122.6,6043383.0,768137523.0,2412239655.45,11458440000.0
sh688037,оԴ΢,2020-04-03,131.61,137.84,129.15,131.0,136.41,4572622.0,608519041.0,2316570595.0,11004000000.0
sh688037,оԴ΢,2020-04-07,137.09,138.28,129.5,130.83,131.0,4213623.0,563678942.0,2313564358.35,10989720000.0
sh688037,оԴ΢,2020-04-08,129.0,135.0,127.0,130.22,130.83,3596212.0,471381628.0,2302777273.9,10938480000.0
sh688037,оԴ΢,2020-04-09,130.86,131.45,122.81,123.1,130.22,3866104.0,484928550.0,2176869009.5,10340400000.0
sh688037,оԴ΢,2020-04-10,123.1,125.88,113.18,115.7,123.1,3831710.0,454880155.0,2046009296.5,9718800000.0
sh688037,оԴ΢,2020-04-13,113.5,121.0,111.99,117.65,115.7,2509841.0,294772375.0,2080492599.25,9882600000.0
sh688037,оԴ΢,2020-04-14,118.98,122.5,117.47,121.86,117.65,2874684.0,346419722.0,2154941165.7,10236240000.0
sh688037,оԴ΢,2020-04-15,120.6,126.85,119.7,120.98,121.86,3298468.0,405959105.0,2139379470.1,10162320000.0
sh688037,оԴ΢,2020-04-16,117.0,123.3,116.2,118.74,120.98,2746019.0,327197569.0,2099767881.3,9974160000.0
sh688037,оԴ΢,2020-04-17,120.5,127.68,118.8,121.42,118.74,4171099.0,514010200.0,2147160317.9,10199280000.0
sh688037,оԴ΢,2020-04-20,120.11,122.52,116.57,118.58,121.42,2702111.0,320360507.0,2096938482.1,9960720000.0
sh688037,оԴ΢,2020-04-21,117.11,118.11,111.11,113.1,118.58,2853899.0,325069354.0,2000031559.5,9500400000.0
sh688037,оԴ΢,2020-04-22,111.5,118.58,111.0,116.93,113.1,2979467.0,346832730.0,2067760302.85,9822120000.0
sh688037,оԴ΢,2020-04-23,116.5,118.5,113.1,113.49,116.93,2538860.0,292421656.0,2006928220.05,9533160000.0
sh688037,оԴ΢,2020-04-24,113.52,118.6,112.52,115.45,113.49,2872089.0,333344836.0,2041588360.25,9697800000.0
sh688037,оԴ΢,2020-04-27,113.0,113.0,104.0,105.4,115.45,3106584.0,332852504.0,1974536723.0,8853600000.0
sh688037,оԴ΢,2020-04-28,102.98,106.88,92.11,102.7,105.4,2636579.0,267109146.0,1923955611.5,8626800000.0
sh688037,оԴ΢,2020-04-29,100.2,103.76,96.4,96.51,102.7,2080862.0,208234116.0,1807993729.95,8106840000.0
sh688037,оԴ΢,2020-04-30,97.19,109.19,97.19,105.96,96.51,3483649.0,360664115.0,1985027620.2,8900640000.0
sh688037,оԴ΢,2020-05-06,103.5,126.49,103.5,122.28,105.96,5465013.0,641735263.0,2290762338.6,10271520000.0
sh688037,оԴ΢,2020-05-07,121.03,124.79,117.22,117.36,122.28,3252979.0,389782196.0,2198592313.2,9858240000.0
sh688037,оԴ΢,2020-05-08,118.69,128.2,116.65,124.48,117.36,5061362.0,622162542.0,2331976577.6,10456320000.0
sh688037,оԴ΢,2020-05-11,123.2,131.0,121.0,124.5,124.48,3619041.0,452294545.0,2332351252.5,10458000000.0
sh688037,оԴ΢,2020-05-12,122.7,123.99,116.78,120.75,124.5,2859106.0,343390465.0,2262099708.75,10143000000.0
sh688037,оԴ΢,2020-05-13,122.0,126.75,121.28,122.2,120.75,2875530.0,356744477.0,2289263639.0,10264800000.0
sh688037,оԴ΢,2020-05-14,120.0,128.0,119.1,122.45,122.2,3745665.0,465947454.0,2293947075.25,10285800000.0
sh688037,оԴ΢,2020-05-15,125.0,142.0,124.1,134.5,122.45,7452840.0,992177902.0,2519688702.5,11298000000.0
sh688037,оԴ΢,2020-05-18,140.0,143.33,133.01,137.66,134.5,6602260.0,914560319.0,2578887336.7,11563440000.0
sh688037,оԴ΢,2020-05-19,136.33,159.01,134.96,153.2,137.66,7277784.0,1051450433.0,2870009734.0,12868800000.0
sh688037,оԴ΢,2020-05-20,150.0,154.19,137.74,139.77,153.2,6177407.0,897501690.0,2618415538.65,11740680000.0
sh688037,оԴ΢,2020-05-21,137.68,140.51,127.9,129.19,139.77,4475730.0,595838940.0,2420212516.55,10851960000.0
sh688037,оԴ΢,2020-05-22,128.03,133.6,123.3,131.33,129.19,3679311.0,476875877.0,2460302730.85,11031720000.0
sh688037,оԴ΢,2020-05-25,130.0,134.91,127.6,128.97,131.33,2645779.0,346884492.0,2416091092.65,10833480000.0
sh688037,оԴ΢,2020-05-26,130.5,134.43,129.5,132.9,128.97,3215763.0,425444729.0,2489714710.5,11163600000.0
sh688037,оԴ΢,2020-05-27,131.79,134.3,126.5,126.67,132.9,3302550.0,429503593.0,2373003479.15,10640280000.0
sh688037,оԴ΢,2020-05-28,126.0,128.4,117.67,120.99,126.67,3381065.0,411816143.0,2266595807.55,10163160000.0
sh688037,оԴ΢,2020-05-29,118.97,125.6,118.01,121.41,120.99,2769417.0,339725238.0,2274463980.45,10198440000.0
sh688037,оԴ΢,2020-06-01,123.65,131.45,122.5,129.96,121.41,3696081.0,471616901.0,2434637500.2,10916640000.0
sh688037,оԴ΢,2020-06-02,130.48,135.0,127.51,132.75,129.96,4246741.0,558582711.0,2486904648.75,11151000000.0
sh688037,оԴ΢,2020-06-03,132.8,135.99,128.64,128.8,132.75,3849334.0,508869090.0,2412906356.0,10819200000.0
sh688037,оԴ΢,2020-06-04,129.04,130.9,121.6,123.21,128.8,3099689.0,387538656.0,2308184721.45,10349640000.0
sh688037,оԴ΢,2020-06-05,123.21,126.9,122.6,124.73,123.21,1941692.0,242050028.0,2336660013.85,10477320000.0
sh688037,оԴ΢,2020-06-08,126.0,127.2,119.6,119.7,124.73,2353900.0,290783016.0,2242429276.5,10054800000.0
sh688037,оԴ΢,2020-06-09,118.8,119.0,115.62,117.6,119.7,2204964.0,258776874.0,2203088412.0,9878400000.0
sh688037,оԴ΢,2020-06-10,117.23,119.88,116.05,117.82,117.6,1685408.0,198823727.0,2207209835.9,9896880000.0
sh688037,оԴ΢,2020-06-11,119.0,127.47,118.6,123.0,117.82,3600997.0,447566257.0,2304250635.0,10332000000.0
sh688037,оԴ΢,2020-06-12,118.02,121.48,118.0,119.45,123.0,2187851.0,261253665.0,2237745840.25,10033800000.0
sh688037,оԴ΢,2020-06-15,117.87,118.98,111.01,111.97,119.45,2770448.0,316623900.0,2097617427.65,9405480000.0
sh688037,оԴ΢,2020-06-16,113.38,115.79,112.4,114.76,111.97,1896190.0,216317851.0,2240602930.0,9639840000.0
sh688037,оԴ΢,2020-06-17,114.09,115.85,111.5,113.52,114.76,1517481.0,171881716.0,2216392860.0,9535680000.0
sh688037,оԴ΢,2020-06-18,113.31,117.92,113.22,116.27,113.52,2367536.0,275481141.0,2270084547.5,9766680000.0
sh688037,оԴ΢,2020-06-19,116.82,119.88,113.38,116.6,116.27,2268310.0,264321141.0,2276527550.0,9794400000.0
sh688037,оԴ΢,2020-06-22,118.88,126.17,118.58,122.3,116.6,3535190.0,435667734.0,2387815775.0,10273200000.0
sh688037,оԴ΢,2020-06-23,125.6,125.89,120.0,121.4,122.3,2440016.0,299631353.0,2370243950.0,10197600000.0
sh688037,оԴ΢,2020-06-24,122.45,130.68,121.01,128.3,121.4,3950735.0,499579549.0,2504961275.0,10777200000.0
sh688037,оԴ΢,2020-06-29,126.66,127.89,122.57,127.8,128.3,2619701.0,327885256.0,2495199150.0,10735200000.0
sh688037,оԴ΢,2020-06-30,129.39,130.99,126.5,127.1,127.8,2681059.0,344269201.0,2481532175.0,10676400000.0
sh688037,оԴ΢,2020-07-01,128.89,130.0,123.5,126.05,127.1,3227161.0,409532302.0,2461031712.5,10588200000.0
sh688037,оԴ΢,2020-07-02,131.0,144.0,131.0,135.39,126.05,5770887.0,791888403.0,2643388207.5,11372760000.0
sh688037,оԴ΢,2020-07-03,131.0,132.8,127.01,129.54,135.39,4344881.0,564148042.0,2529171345.0,10881360000.0
sh688037,XDоԴ΢,2020-07-06,130.39,145.0,130.33,141.01,129.42,5665219.0,780855533.0,2753114492.5,11844840000.0
sh688037,оԴ΢,2020-07-07,141.1,151.99,138.0,138.0,141.01,5626181.0,815607345.0,2694346500.0,11592000000.0
sh688037,оԴ΢,2020-07-08,139.05,141.88,135.55,140.8,138.0,3425107.0,475479459.0,2749014400.0,11827200000.0
sh688037,оԴ΢,2020-07-09,140.34,150.85,138.4,145.03,140.8,4381015.0,632512850.0,2831601977.5,12182520000.0
sh688037,оԴ΢,2020-07-10,142.26,148.93,142.26,144.23,145.03,3795374.0,553532802.0,2815982577.5,12115320000.0
sh688037,оԴ΢,2020-07-13,144.21,149.96,144.0,149.79,144.23,3796305.0,560100092.0,2924537407.5,12582360000.0
sh688037,оԴ΢,2020-07-14,148.48,153.79,138.0,148.08,149.79,4717436.0,690977954.0,2891150940.0,12438720000.0
sh688037,оԴ΢,2020-07-15,151.8,152.88,135.65,136.93,148.08,3907825.0,558733708.0,2673455552.4999995,11502120000.0
sh688037,оԴ΢,2020-07-16,134.0,134.8,116.6,118.0,136.93,3660087.0,459220492.0,2303861500.0,9912000000.0
sh688037,оԴ΢,2020-07-17,118.24,120.95,113.5,113.91,118.0,1934908.0,226163339.0,2224007317.5,9568440000.0
sh688037,оԴ΢,2020-07-20,114.66,117.8,105.1,116.26,113.91,1863796.0,210953860.0,2269889305.0,9765840000.0
sh688037,оԴ΢,2020-07-21,116.28,120.48,114.41,117.14,116.26,1783483.0,210240476.0,2287070645.0,9839760000.0
sh688037,оԴ΢,2020-07-22,117.2,119.36,115.22,116.6,117.14,1609269.0,189839710.0,2276527550.0,9794400000.0
sh688037,оԴ΢,2020-07-23,114.8,119.5,114.5,116.62,116.6,1662609.0,194147024.0,2276918035.0,9796080000.0
sh688037,оԴ΢,2020-07-24,115.98,115.98,104.97,105.02,116.62,2202264.0,240929787.0,2050436735.0,8821680000.0
sh688037,оԴ΢,2020-07-27,105.45,108.17,101.88,102.99,105.02,1270476.0,133157144.0,2010802507.5,8651160000.0
sh688037,оԴ΢,2020-07-28,104.46,106.9,104.04,105.78,102.99,1011549.0,106494125.0,2065275165.0,8885520000.0
sh688037,оԴ΢,2020-07-29,105.82,112.8,105.22,112.51,105.78,1557011.0,170868791.0,2196673367.5,9450840000.0
sh688037,оԴ΢,2020-07-30,111.9,115.88,111.11,112.2,112.51,1478058.0,166749774.0,2190620850.0,9424800000.0
sh688037,оԴ΢,2020-07-31,111.12,115.45,111.12,114.41,112.2,1653972.0,188341032.0,2233769442.5,9610440000.0
sh688037,оԴ΢,2020-08-03,116.5,122.5,116.3,118.96,114.41,2156888.0,258201520.0,2322604780.0,9992640000.0
sh688037,оԴ΢,2020-08-04,118.26,118.91,113.88,114.99,118.96,1641144.0,189974993.0,2245093507.5,9659160000.0
sh688037,оԴ΢,2020-08-05,121.1,122.0,116.68,117.7,114.99,1699832.0,202434063.0,2298004225.0,9886800000.0
sh688037,оԴ΢,2020-08-06,115.55,117.8,113.51,115.27,117.7,1363370.0,156864035.0,2250560297.5,9682680000.0
sh688037,оԴ΢,2020-08-07,115.76,115.96,107.53,108.6,115.27,1606737.0,177980563.0,2120333550.0,9122400000.0
sh688037,оԴ΢,2020-08-10,108.61,112.5,108.61,112.36,108.6,1289988.0,142907269.0,2193744730.0,9438240000.0
sh688037,оԴ΢,2020-08-11,117.99,134.0,114.9,128.07,112.36,6073167.0,761155509.0,2500470697.5,10757880000.0
sh688037,оԴ΢,2020-08-12,132.9,144.7,127.53,144.7,128.07,6907474.0,934357708.0,2825158975.0,12154800000.0
sh688037,оԴ΢,2020-08-13,144.6,144.7,129.6,130.0,144.7,5127962.0,702159462.0,2538152500.0,10920000000.0
sh688037,оԴ΢,2020-08-14,128.11,134.93,124.15,128.95,130.0,3455203.0,447658462.0,2517652037.5,10831800000.0
sh688037,оԴ΢,2020-08-17,129.98,129.98,122.88,126.9,128.95,3183681.0,400265378.0,2477627325.0,10659600000.0
sh688037,оԴ΢,2020-08-18,125.8,128.95,121.36,122.74,126.9,2866347.0,356293760.0,2396406445.0,10310160000.0
sh688037,оԴ΢,2020-08-19,122.03,122.8,114.2,114.8,122.74,2357693.0,278134228.0,2241383900.0,9643200000.0
sh688037,оԴ΢,2020-08-20,112.5,120.8,112.48,116.95,114.8,2356490.0,277943554.0,2283361037.5,9823800000.0
sh688037,оԴ΢,2020-08-21,117.83,120.11,112.22,113.5,116.95,1843571.0,213397997.0,2216002375.0,9534000000.0
sh688037,оԴ΢,2020-08-24,114.38,122.4,110.6,120.5,113.5,2547481.0,298970317.0,2352672125.0,10122000000.0
sh688037,оԴ΢,2020-08-25,120.76,122.89,116.0,117.35,120.5,1768729.0,209643389.0,2291170737.5,9857400000.0
sh688037,оԴ΢,2020-08-26,116.66,117.5,110.62,111.85,117.35,1894861.0,214037116.0,2183787362.5,9395400000.0
sh688037,оԴ΢,2020-08-27,112.48,121.98,111.13,117.79,111.85,2718714.0,317422020.0,2263423192.5,9894360000.0
sh688037,оԴ΢,2020-08-28,117.8,117.8,112.74,114.7,117.79,1738131.0,198813583.0,2204046525.0,9634800000.0
sh688037,оԴ΢,2020-08-31,114.5,119.0,114.41,114.5,114.7,1452930.0,169046979.0,2200203375.0,9618000000.0
sh688037,оԴ΢,2020-09-01,114.5,114.7,111.68,113.18,114.5,1102600.0,124459241.0,2174838585.0,9507120000.0
sh688037,оԴ΢,2020-09-02,113.25,115.44,112.03,114.68,113.18,1139319.0,129603412.0,2203662210.0,9633120000.0
sh688037,оԴ΢,2020-09-03,113.98,115.9,111.7,114.7,114.68,1205829.0,137449739.0,2204046525.0,9634800000.0
sh688037,оԴ΢,2020-09-04,112.65,120.97,112.65,116.79,114.7,1889223.0,222540602.0,2244207442.5,9810360000.0
sh688037,оԴ΢,2020-09-07,119.49,119.49,111.33,112.49,116.79,1772366.0,203838460.0,2161579717.5,9449160000.0
sh688037,оԴ΢,2020-09-08,111.99,112.18,107.1,108.7,112.49,1440575.0,156879331.0,2088752025.0,9130800000.0
sh688037,оԴ΢,2020-09-09,108.7,110.98,102.37,107.24,108.7,1448236.0,154556374.0,2060697030.0,9008160000.0
sh688037,оԴ΢,2020-09-10,108.3,112.8,106.88,107.04,107.24,1190851.0,130932815.0,2056853880.0,8991360000.0
sh688037,оԴ΢,2020-09-11,108.0,109.8,105.57,108.5,107.04,881506.0,95162575.0,2084908875.0,9114000000.0
sh688037,оԴ΢,2020-09-14,108.7,112.8,107.38,108.55,108.5,1289572.0,141970943.0,2085869662.5,9118200000.0
sh688037,оԴ΢,2020-09-15,109.6,118.1,106.33,113.99,108.55,2137477.0,241853763.0,2190403342.5,9575160000.0
sh688037,оԴ΢,2020-09-16,112.6,114.89,109.7,110.35,113.99,1326495.0,148365256.0,2120458012.5,9269400000.0
sh688037,оԴ΢,2020-09-17,110.88,115.97,109.93,114.69,110.35,1716053.0,195424480.0,2203854367.5,9633960000.0
sh688037,оԴ΢,2020-09-18,114.43,115.8,112.6,114.96,114.69,1123625.0,128377799.0,2209042620.0,9656640000.0
sh688037,оԴ΢,2020-09-21,117.72,117.72,111.78,112.68,114.96,937523.0,106740504.0,2165230710.0,9465120000.0
sh688037,оԴ΢,2020-09-22,110.3,112.94,109.13,109.92,112.68,781904.0,86711334.0,2112195240.0,9233280000.0
sh688037,оԴ΢,2020-09-23,110.47,114.83,109.64,112.98,109.92,1045094.0,117414796.0,2170995435.0,9490320000.0
sh688037,оԴ΢,2020-09-24,112.0,113.99,109.8,109.81,112.98,743042.0,82882318.0,2110081507.5,9224040000.0
sh688037,оԴ΢,2020-09-25,110.83,111.05,106.66,106.97,109.81,759686.0,82142952.0,2055508777.5,8985480000.0
