Êý¾ÝÓÉÐÏ²»ÐÐÕûÀí£¬¶ÔÊý¾Ý×Ö¶ÎÓÐÒÉÎÊµÄ£¬¿ÉÒÔÖ±½ÓÎ¢ÐÅË½ÐÅÐÏ²»ÐÐ£¬Î¢ÐÅºÅ£ºxbx9585
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,Ç°ÊÕÅÌ¼Û,³É½»Á¿,³É½»¶î,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ
sz002460,N¸Ó·æ,2010-08-10,60.9,63.33,58.08,59.2,20.7,17052545.0,1026890635.0,1184000000.0,5920000000.0
sz002460,¸Ó·æï®Òµ,2010-08-11,55.0,63.48,53.51,62.3,59.2,14118682.0,835869011.0,1246000000.0,6230000000.0
sz002460,¸Ó·æï®Òµ,2010-08-12,60.0,62.97,56.18,57.4,62.3,9380158.0,561242547.3,1148000000.0,5740000000.0
sz002460,¸Ó·æï®Òµ,2010-08-13,56.29,57.88,54.0,57.25,57.4,6008513.0,335168625.6,1145000000.0,5725000000.0
sz002460,¸Ó·æï®Òµ,2010-08-16,56.0,59.18,55.01,58.03,57.25,5556145.0,318264472.1,1160600000.0,5803000000.0
sz002460,¸Ó·æï®Òµ,2010-08-17,57.1,63.83,57.1,63.83,58.03,9472045.0,577446875.8,1276600000.0,6383000000.0
sz002460,¸Ó·æï®Òµ,2010-08-18,64.04,69.53,62.03,64.75,63.83,10670133.0,695880931.6,1295000000.0,6475000000.0
sz002460,¸Ó·æï®Òµ,2010-08-19,63.92,68.03,63.1,66.2,64.75,6831512.0,449864094.5,1324000000.0,6620000000.0
sz002460,¸Ó·æï®Òµ,2010-08-20,65.0,71.37,65.0,69.0,66.2,7382458.0,503992664.9,1380000000.0,6900000000.0
sz002460,¸Ó·æï®Òµ,2010-08-23,68.0,70.97,66.67,67.64,69.0,5566685.0,379404743.4,1352800000.0,6764000000.0
sz002460,¸Ó·æï®Òµ,2010-08-24,67.06,68.96,63.82,65.02,67.64,5121387.0,336870496.3,1300400000.0,6502000000.0
sz002460,¸Ó·æï®Òµ,2010-08-25,64.46,66.48,63.9,64.28,65.02,4037707.0,262674419.6,1285600000.0,6428000000.0
sz002460,¸Ó·æï®Òµ,2010-08-26,64.5,65.0,61.88,62.9,64.28,3936485.0,248093310.0,1258000000.0,6290000000.0
sz002460,¸Ó·æï®Òµ,2010-08-27,62.65,69.19,62.55,68.08,62.9,6250656.0,413028980.7,1361600000.0,6808000000.0
sz002460,¸Ó·æï®Òµ,2010-08-30,67.7,70.89,66.89,69.25,68.08,6375627.0,440289268.7,1385000000.0,6925000000.0
sz002460,¸Ó·æï®Òµ,2010-08-31,67.2,70.5,67.1,68.35,69.25,5838409.0,400369357.1,1367000000.0,6835000000.0
sz002460,¸Ó·æï®Òµ,2010-09-01,67.75,69.5,63.33,64.74,68.35,5960225.0,395387830.4,1294800000.0,6474000000.0
sz002460,¸Ó·æï®Òµ,2010-09-03,65.59,71.21,64.77,71.21,64.74,9980284.0,700281981.3,1424200000.0,7121000000.0
sz002460,¸Ó·æï®Òµ,2010-09-06,73.0,73.0,64.51,65.6,71.21,8016832.0,542115914.0,1312000000.0,6560000000.0
sz002460,¸Ó·æï®Òµ,2010-09-07,64.4,66.99,63.68,65.3,65.6,3517834.0,231334189.2,1306000000.0,6530000000.0
sz002460,¸Ó·æï®Òµ,2010-09-08,64.8,66.58,62.01,65.76,65.3,4025984.0,260576776.6,1315200000.0,6576000000.0
sz002460,¸Ó·æï®Òµ,2010-09-09,66.04,66.41,64.5,64.5,65.76,3040744.0,198286301.8,1290000000.0,6450000000.0
sz002460,¸Ó·æï®Òµ,2010-09-10,64.2,64.2,62.2,62.32,64.5,3205469.0,201462458.7,1246400000.0,6232000000.0
sz002460,¸Ó·æï®Òµ,2010-09-13,62.0,64.68,57.5,64.09,62.32,3669481.0,224905539.7,1281800000.0,6409000000.0
sz002460,¸Ó·æï®Òµ,2010-09-14,63.6,65.14,62.89,63.23,64.09,2465640.0,157806128.1,1264600000.0,6323000000.0
sz002460,¸Ó·æï®Òµ,2010-09-15,62.8,62.8,59.41,59.7,63.23,2412282.0,146670924.0,1194000000.0,5970000000.0
sz002460,¸Ó·æï®Òµ,2010-09-16,58.71,61.54,58.65,60.21,59.7,1672925.0,100602941.0,1204200000.0,6021000000.0
sz002460,¸Ó·æï®Òµ,2010-09-17,60.64,60.7,57.6,57.85,60.21,1552280.0,90604948.8,1157000000.0,5785000000.0
sz002460,¸Ó·æï®Òµ,2010-09-20,57.94,58.28,55.32,56.53,57.85,1494439.0,84790592.7,1130600000.0,5653000000.0
sz002460,¸Ó·æï®Òµ,2010-09-21,56.05,56.75,54.51,54.51,56.53,1407622.0,77890920.5,1090200000.0,5451000000.0
sz002460,¸Ó·æï®Òµ,2010-09-27,54.5,58.8,54.5,57.94,54.51,2080317.0,118202234.8,1158800000.0,5794000000.0
sz002460,¸Ó·æï®Òµ,2010-09-29,56.56,62.2,56.56,58.31,57.94,2757791.0,163332736.7,1166200000.0,5831000000.0
sz002460,¸Ó·æï®Òµ,2010-09-30,57.9,59.8,56.71,58.53,58.31,1410582.0,82331740.6,1170600000.0,5853000000.0
sz002460,¸Ó·æï®Òµ,2010-10-08,60.31,61.0,59.0,60.03,58.53,2006664.0,120984811.3,1200600000.0,6003000000.0
sz002460,¸Ó·æï®Òµ,2010-10-11,59.9,61.01,58.51,58.9,60.03,2390371.0,142152691.4,1178000000.0,5890000000.0
sz002460,¸Ó·æï®Òµ,2010-10-12,58.6,59.48,57.96,59.25,58.9,2044849.0,120677739.0,1185000000.0,5925000000.0
