Êý¾ÝÓÉÐÏ²»ÐÐÕûÀí£¬¶ÔÊý¾Ý×Ö¶ÎÓÐÒÉÎÊµÄ£¬¿ÉÒÔÖ±½ÓÎ¢ÐÅË½ÐÅÐÏ²»ÐÐ£¬Î¢ÐÅºÅ£ºxbx9585
¹ÉÆ±´úÂë,¹ÉÆ±Ãû³Æ,½»Ò×ÈÕÆÚ,¿ªÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,ÊÕÅÌ¼Û,Ç°ÊÕÅÌ¼Û,³É½»Á¿,³É½»¶î,Á÷Í¨ÊÐÖµ,×ÜÊÐÖµ
sz002292,N°Â·É,2009-09-10,42.0,45.0,39.9,40.95,22.92,26589335.0,1104137816.5,1310400000.0,6552000000.0
sz002292,°Â·É¶¯Âþ,2009-09-11,41.69,45.05,41.68,45.05,40.95,11996077.0,520202687.4,1441600000.0,7208000000.0
sz002292,°Â·É¶¯Âþ,2009-09-14,46.5,48.6,44.1,46.05,45.05,17781536.0,816985528.1,1473600000.0,7368000000.0
sz002292,°Â·É¶¯Âþ,2009-09-15,45.0,45.88,43.8,44.0,46.05,9553692.0,427688994.8,1408000000.0,7040000000.0
sz002292,°Â·É¶¯Âþ,2009-09-16,43.51,47.96,43.51,46.25,44.0,9505390.0,435822003.9,1480000000.0,7400000000.0
sz002292,°Â·É¶¯Âþ,2009-09-17,46.3,47.79,45.45,47.45,46.25,6971302.0,324213658.0,1518400000.0,7592000000.0
sz002292,°Â·É¶¯Âþ,2009-09-18,47.08,51.95,47.08,48.98,47.45,8602109.0,425384067.4,1567360000.0,7836800000.0
sz002292,°Â·É¶¯Âþ,2009-09-21,48.3,51.58,47.0,50.0,48.98,7885046.0,388338451.0,1600000000.0,8000000000.0
sz002292,°Â·É¶¯Âþ,2009-09-22,49.08,50.03,46.45,46.45,50.0,6066724.0,291273781.2,1486400000.0,7432000000.0
sz002292,°Â·É¶¯Âþ,2009-09-23,46.2,47.5,44.53,45.6,46.45,5588915.0,258433654.2,1459200000.0,7296000000.0
sz002292,°Â·É¶¯Âþ,2009-09-24,45.12,46.17,43.52,44.3,45.6,3915503.0,175253401.5,1417600000.0,7088000000.0
sz002292,°Â·É¶¯Âþ,2009-09-25,44.01,45.27,43.68,44.51,44.3,2713847.0,121092414.5,1424320000.0,7121600000.0
sz002292,°Â·É¶¯Âþ,2009-09-28,45.61,46.77,42.22,42.98,44.51,3672939.0,164623732.9,1375360000.0,6876800000.0
sz002292,°Â·É¶¯Âþ,2009-09-29,42.51,42.98,38.68,39.58,42.98,4692075.0,189199437.4,1266560000.0,6332800000.0
sz002292,°Â·É¶¯Âþ,2009-09-30,40.23,40.51,39.0,39.08,39.58,3218865.0,128032423.0,1250560000.0,6252800000.0
sz002292,°Â·É¶¯Âþ,2009-10-09,39.8,41.39,39.4,41.06,39.08,3406147.0,138106004.7,1313920000.0,6569600000.0
sz002292,°Â·É¶¯Âþ,2009-10-12,41.18,41.44,39.63,40.53,41.06,2612742.0,106001002.7,1296960000.0,6484800000.0
sz002292,°Â·É¶¯Âþ,2009-10-13,40.13,42.49,40.13,42.21,40.53,3119930.0,129916972.1,1350720000.0,6753600000.0
sz002292,°Â·É¶¯Âþ,2009-10-14,41.88,43.46,41.76,41.9,42.21,3806368.0,161799092.2,1340800000.0,6704000000.0
sz002292,°Â·É¶¯Âþ,2009-10-16,42.1,43.34,41.9,42.72,41.9,2750343.0,117409149.5,1367040000.0,6835200000.0
sz002292,°Â·É¶¯Âþ,2009-10-19,42.73,44.88,42.62,44.3,42.72,3075500.0,135521232.9,1417600000.0,7088000000.0
sz002292,°Â·É¶¯Âþ,2009-10-20,44.5,46.66,43.71,46.45,44.3,4349935.0,196198002.7,1486400000.0,7432000000.0
sz002292,°Â·É¶¯Âþ,2009-10-21,45.8,46.6,44.8,44.9,46.45,3095694.0,141047502.1,1436800000.0,7184000000.0
sz002292,°Â·É¶¯Âþ,2009-10-22,45.49,49.0,45.0,47.47,44.9,5269552.0,249231252.7,1519040000.0,7595200000.0
sz002292,°Â·É¶¯Âþ,2009-10-23,47.85,48.78,47.0,47.47,47.47,4172671.0,198694228.8,1519040000.0,7595200000.0
sz002292,°Â·É¶¯Âþ,2009-10-26,47.55,49.6,47.5,47.88,47.47,3421316.0,165616119.2,1532160000.0,7660800000.0
sz002292,°Â·É¶¯Âþ,2009-10-27,46.9,46.9,44.33,44.5,47.88,4545545.0,206042705.5,1424000000.0,7120000000.0
sz002292,°Â·É¶¯Âþ,2009-10-28,44.21,46.4,43.62,46.31,44.5,3238344.0,145600898.7,1481920000.0,7409600000.0
sz002292,°Â·É¶¯Âþ,2009-10-29,45.12,46.14,44.51,44.85,46.31,2896943.0,130691138.4,1435200000.0,7176000000.0
sz002292,°Â·É¶¯Âþ,2009-10-30,45.71,46.49,43.62,43.9,44.85,5368860.0,242052165.3,1404800000.0,7024000000.0
sz002292,°Â·É¶¯Âþ,2009-11-02,41.8,43.87,41.03,43.65,43.9,3241882.0,138732387.8,1396800000.0,6984000000.0
sz002292,°Â·É¶¯Âþ,2009-11-03,43.6,44.48,43.5,43.95,43.65,2108358.0,92685461.6,1406400000.0,7032000000.0
sz002292,°Â·É¶¯Âþ,2009-11-04,44.0,44.97,43.58,44.6,43.95,2119280.0,93988171.1,1427200000.0,7136000000.0
sz002292,°Â·É¶¯Âþ,2009-11-05,44.89,44.9,44.15,44.5,44.6,1918491.0,85440272.1,1424000000.0,7120000000.0
sz002292,°Â·É¶¯Âþ,2009-11-06,44.7,44.99,44.16,44.17,44.5,2239461.0,99562594.7,1413440000.0,7067200000.0
sz002292,°Â·É¶¯Âþ,2009-11-09,44.1,44.12,43.01,43.96,44.17,2010721.0,87538040.8,1406720000.0,7033600000.0
sz002292,°Â·É¶¯Âþ,2009-11-10,44.19,44.68,43.6,44.2,43.96,2386223.0,105448882.6,1414400000.0,7072000000.0
sz002292,°Â·É¶¯Âþ,2009-11-11,44.19,44.19,43.02,43.28,44.2,1851549.0,80242081.9,1384960000.0,6924800000.0
sz002292,°Â·É¶¯Âþ,2009-11-12,43.21,43.85,43.14,43.55,43.28,1547529.0,67264350.7,1393600000.0,6968000000.0
sz002292,°Â·É¶¯Âþ,2009-11-13,43.55,44.88,43.25,44.74,43.55,2900468.0,128609303.4,1431680000.0,7158400000.0
sz002292,°Â·É¶¯Âþ,2009-11-16,44.83,45.8,44.5,45.18,44.74,2808197.0,126695584.5,1445760000.0,7228800000.0
sz002292,°Â·É¶¯Âþ,2009-11-17,45.16,45.46,44.44,44.72,45.18,2061619.0,92280683.7,1431040000.0,7155200000.0
sz002292,°Â·É¶¯Âþ,2009-11-18,44.8,44.8,43.91,44.26,44.72,1842968.0,81601842.8,1416320000.0,7081600000.0
sz002292,°Â·É¶¯Âþ,2009-11-19,44.26,47.88,44.2,46.8,44.26,6328534.0,293517338.0,1497600000.0,7488000000.0
sz002292,°Â·É¶¯Âþ,2009-11-20,46.2,46.77,45.8,46.38,46.8,2875707.0,133030624.6,1484160000.0,7420800000.0
sz002292,°Â·É¶¯Âþ,2009-11-23,46.11,47.5,46.11,47.25,46.38,3153904.0,148063090.3,1512000000.0,7560000000.0
sz002292,°Â·É¶¯Âþ,2009-11-24,47.28,48.5,43.56,44.28,47.25,4255673.0,197738559.9,1416960000.0,7084800000.0
sz002292,°Â·É¶¯Âþ,2009-11-25,44.0,46.15,43.59,45.86,44.28,3236338.0,145694788.5,1467520000.0,7337600000.0
sz002292,°Â·É¶¯Âþ,2009-11-26,46.0,47.7,44.35,44.91,45.86,4170558.0,192744650.8,1437120000.0,7185600000.0
sz002292,°Â·É¶¯Âþ,2009-11-27,44.0,45.6,43.8,44.25,44.91,2453811.0,109314785.0,1416000000.0,7080000000.0
sz002292,°Â·É¶¯Âþ,2009-11-30,44.87,45.7,44.35,45.65,44.25,2226641.0,100390026.6,1460800000.0,7304000000.0
sz002292,°Â·É¶¯Âþ,2009-12-01,45.11,47.26,45.11,46.94,45.65,3431889.0,159397564.1,1502080000.0,7510400000.0
sz002292,°Â·É¶¯Âþ,2009-12-02,47.01,49.9,46.55,48.76,46.94,6101146.0,293830880.5,1560320000.0,7801600000.0
sz002292,°Â·É¶¯Âþ,2009-12-03,48.4,49.24,47.62,48.54,48.76,3844280.0,185878562.0,1553280000.0,7766400000.0
sz002292,°Â·É¶¯Âþ,2009-12-04,48.35,48.36,44.8,45.59,48.54,5035040.0,232962422.9,1458880000.0,7294400000.0
sz002292,°Â·É¶¯Âþ,2009-12-07,45.28,46.16,45.01,45.86,45.59,1659540.0,75711076.1,1467520000.0,7337600000.0
sz002292,°Â·É¶¯Âþ,2009-12-08,45.9,45.98,44.31,45.16,45.86,2092969.0,94280943.6,1445120000.0,7225600000.0
sz002292,°Â·É¶¯Âþ,2009-12-09,44.78,45.58,44.52,44.9,45.16,1464600.0,66152399.1,1436800000.0,7184000000.0
sz002292,°Â·É¶¯Âþ,2009-12-10,44.9,46.2,44.68,45.12,44.9,4795270.0,217253788.1,1804800000.0,7219200000.0
sz002292,°Â·É¶¯Âþ,2009-12-11,45.1,45.73,44.74,44.88,45.12,2409713.0,108690580.6,1795200000.0,7180800000.0
sz002292,°Â·É¶¯Âþ,2009-12-14,44.82,44.88,42.58,43.55,44.88,3360858.0,145486948.4,1742000000.0,6968000000.0
sz002292,°Â·É¶¯Âþ,2009-12-15,43.6,43.86,43.09,43.56,43.55,1575046.0,68432353.7,1742400000.0,6969600000.0
sz002292,°Â·É¶¯Âþ,2009-12-16,43.33,43.66,43.12,43.31,43.56,1371078.0,59448201.8,1732400000.0,6929600000.0
sz002292,°Â·É¶¯Âþ,2009-12-17,43.58,43.59,41.5,41.5,43.31,2091097.0,88293820.5,1660000000.0,6640000000.0
sz002292,°Â·É¶¯Âþ,2009-12-18,41.11,41.39,39.7,40.13,41.5,2138644.0,86162842.6,1605200000.0,6420800000.0
sz002292,°Â·É¶¯Âþ,2009-12-21,40.65,40.98,40.19,40.92,40.13,1584633.0,64367457.9,1636800000.0,6547200000.0
sz002292,°Â·É¶¯Âþ,2009-12-22,41.13,41.25,39.8,40.01,40.92,1534874.0,62181772.2,1600400000.0,6401600000.0
sz002292,°Â·É¶¯Âþ,2009-12-23,40.18,41.23,40.11,41.05,40.01,1608835.0,65528941.7,1642000000.0,6568000000.0
sz002292,°Â·É¶¯Âþ,2009-12-24,41.18,42.26,40.78,42.17,41.05,1882581.0,78638385.3,1686800000.0,6747200000.0
sz002292,°Â·É¶¯Âþ,2009-12-25,42.01,42.33,41.36,42.15,42.17,1512031.0,63303386.9,1686000000.0,6744000000.0
sz002292,°Â·É¶¯Âþ,2009-12-28,43.08,43.78,42.36,42.7,42.15,1629008.0,69845408.7,1708000000.0,6832000000.0
sz002292,°Â·É¶¯Âþ,2009-12-29,42.5,42.95,42.21,42.8,42.7,1355982.0,57755983.7,1712000000.0,6848000000.0
sz002292,°Â·É¶¯Âþ,2009-12-30,42.9,42.96,41.88,42.11,42.8,1746658.0,73806174.5,1684400000.0,6737600000.0
sz002292,°Â·É¶¯Âþ,2009-12-31,42.0,42.78,41.92,42.49,42.11,1208255.0,51246160.4,1699600000.0,6798400000.0
sz002292,°Â·É¶¯Âþ,2010-01-04,42.95,44.09,42.69,43.53,42.49,2516326.0,109402636.8,1741200000.0,6964800000.0
sz002292,°Â·É¶¯Âþ,2010-01-05,43.63,46.38,43.63,45.9,43.53,5702471.0,259001278.3,1836000000.0,7344000000.0
sz002292,°Â·É¶¯Âþ,2010-01-06,45.3,45.78,44.41,44.82,45.9,3358350.0,151271995.9,1792800000.0,7171200000.0
sz002292,°Â·É¶¯Âþ,2010-01-07,44.51,44.94,43.25,43.4,44.82,2776032.0,121734127.7,1736000000.0,6944000000.0
sz002292,°Â·É¶¯Âþ,2010-01-08,43.05,44.1,43.01,43.98,43.4,1387159.0,60467607.9,1759200000.0,7036800000.0
sz002292,°Â·É¶¯Âþ,2010-01-11,43.7,44.5,42.88,44.39,43.98,2695920.0,117686243.0,1775600000.0,7102400000.0
sz002292,°Â·É¶¯Âþ,2010-01-12,44.25,45.8,43.96,44.93,44.39,2936789.0,132276512.3,1797200000.0,7188800000.0
sz002292,°Â·É¶¯Âþ,2010-01-13,43.66,49.42,43.66,49.42,44.93,10139420.0,483268972.6,1976800000.0,7907200000.0
sz002292,°Â·É¶¯Âþ,2010-01-14,51.0,53.44,50.2,51.65,49.42,12069242.0,621554620.6,2066000000.0,8264000000.0
sz002292,°Â·É¶¯Âþ,2010-01-15,51.4,52.24,50.61,51.5,51.65,4734574.0,243049992.1,2060000000.0,8240000000.0
sz002292,°Â·É¶¯Âþ,2010-01-18,51.06,52.98,50.6,52.1,51.5,5317713.0,274679095.5,2084000000.0,8336000000.0
sz002292,°Â·É¶¯Âþ,2010-01-19,52.2,52.36,49.83,50.17,52.1,5716837.0,289449093.5,2006800000.0,8027200000.0
sz002292,°Â·É¶¯Âþ,2010-01-20,50.17,50.87,45.35,46.02,50.17,7028194.0,336858257.0,1840800000.0,7363200000.0
sz002292,°Â·É¶¯Âþ,2010-01-21,46.1,46.79,45.6,46.04,46.02,2940491.0,135680338.4,1841600000.0,7366400000.0
sz002292,°Â·É¶¯Âþ,2010-01-22,45.0,45.58,43.01,44.12,46.04,3593306.0,158725233.1,1764800000.0,7059200000.0
sz002292,°Â·É¶¯Âþ,2010-01-25,43.88,45.58,43.3,44.3,44.12,2931462.0,130723972.5,1772000000.0,7088000000.0
sz002292,°Â·É¶¯Âþ,2010-01-26,44.43,44.54,42.45,43.0,44.3,2410108.0,104394794.7,1720000000.0,6880000000.0
sz002292,°Â·É¶¯Âþ,2010-01-27,43.0,44.08,42.5,42.94,43.0,1710291.0,74257200.3,1717600000.0,6870400000.0
sz002292,°Â·É¶¯Âþ,2010-01-28,42.69,43.66,42.69,43.36,42.94,1294890.0,55900479.0,1734400000.0,6937600000.0
sz002292,°Â·É¶¯Âþ,2010-01-29,43.0,44.3,42.8,43.5,43.36,1797795.0,78585962.7,1740000000.0,6960000000.0
sz002292,°Â·É¶¯Âþ,2010-02-01,43.6,43.6,41.01,41.57,43.5,1859427.0,77948770.3,1662800000.0,6651200000.0
sz002292,°Â·É¶¯Âþ,2010-02-02,42.0,42.37,40.7,40.75,41.57,1590375.0,65972287.6,1630000000.0,6520000000.0
sz002292,°Â·É¶¯Âþ,2010-02-03,40.95,41.77,39.88,41.61,40.75,1894026.0,77108048.9,1664400000.0,6657600000.0
sz002292,°Â·É¶¯Âþ,2010-02-04,41.4,42.35,40.88,41.68,41.61,1747052.0,73070269.4,1667200000.0,6668800000.0
sz002292,°Â·É¶¯Âþ,2010-02-05,41.1,42.43,40.8,42.05,41.68,2016520.0,84270692.6,1682000000.0,6728000000.0
sz002292,°Â·É¶¯Âþ,2010-02-08,42.3,42.35,41.71,41.76,42.05,1477936.0,62161156.5,1670400000.0,6681600000.0
sz002292,°Â·É¶¯Âþ,2010-02-09,41.76,41.92,40.58,40.76,41.76,1199298.0,49260780.2,1630400000.0,6521600000.0
sz002292,°Â·É¶¯Âþ,2010-02-10,41.01,42.18,40.98,42.0,40.76,1310468.0,54392003.3,1680000000.0,6720000000.0
sz002292,°Â·É¶¯Âþ,2010-02-11,42.0,42.85,41.66,42.4,42.0,1390607.0,58759573.1,1696000000.0,6784000000.0
sz002292,°Â·É¶¯Âþ,2010-02-12,42.4,42.74,42.14,42.63,42.4,1114447.0,47343948.7,1705200000.0,6820800000.0
sz002292,°Â·É¶¯Âþ,2010-02-22,42.19,42.62,41.63,41.88,42.63,1301891.0,54681435.9,1675200000.0,6700800000.0
sz002292,°Â·É¶¯Âþ,2010-02-23,41.85,41.85,40.83,41.62,41.88,1148071.0,47343395.6,1664800000.0,6659200000.0
sz002292,°Â·É¶¯Âþ,2010-02-24,41.51,43.4,41.03,43.31,41.62,2016934.0,86575454.0,1732400000.0,6929600000.0
sz002292,°Â·É¶¯Âþ,2010-02-25,43.59,44.2,43.35,43.8,43.31,2370197.0,103733460.9,1752000000.0,7008000000.0
sz002292,°Â·É¶¯Âþ,2010-02-26,44.0,44.5,43.27,43.96,43.8,1796849.0,78912793.1,1758400000.0,7033600000.0
sz002292,°Â·É¶¯Âþ,2010-03-01,44.14,44.58,43.83,44.3,43.96,1635722.0,72353346.7,1772000000.0,7088000000.0
sz002292,°Â·É¶¯Âþ,2010-03-02,44.76,45.44,44.28,44.3,44.3,2020839.0,90514629.7,1772000000.0,7088000000.0
