йЩ╬щсипо╡╩ппуШюМё╛╤тйЩ╬щвж╤нспринй╣дё╛©иртж╠╫сн╒пек╫пепо╡╩ппё╛н╒пе╨её╨xbx9585
╧иф╠╢ЗбК,╧иф╠цШЁф,╫╩рвхуфз,©╙ел╪ш,вН╦ъ╪ш,вН╣м╪ш,йуел╪ш,г╟йуел╪ш,Ёи╫╩а©,Ёи╫╩╤Н,аВм╗йпж╣,вэйпж╣
sh600871,ргуВ╩╞ок,1995-04-11,2.9,3.75,2.89,3.42,2.9,121670900.0,395252000.0,684000000.0,8892000000.0
sh600871,ргуВ╩╞ок,1995-04-12,3.18,3.3,2.93,3.14,3.42,49417600.0,155384147.0,628000000.0,8164000000.0
sh600871,ргуВ╩╞ок,1995-04-13,3.14,3.17,3.02,3.04,3.14,27382900.0,84060978.0,608000000.0,7904000000.0
sh600871,ргуВ╩╞ок,1995-04-14,3.0,3.13,2.92,3.08,3.04,24168200.0,73041413.0,616000000.0,8008000000.0
sh600871,ргуВ╩╞ок,1995-04-17,3.08,3.09,2.99,3.03,3.08,12214600.0,37223941.0,606000000.0,7878000000.0
sh600871,ргуВ╩╞ок,1995-04-18,3.0,3.08,2.99,3.01,3.03,7414300.0,22483307.0,602000000.0,7826000000.0
sh600871,ргуВ╩╞ок,1995-04-19,3.02,3.05,3.02,3.04,3.01,6921600.0,21001696.0,608000000.0,7904000000.0
sh600871,ргуВ╩╞ок,1995-04-20,3.05,3.12,3.03,3.1,3.04,10734800.0,32741814.0,620000000.0,8060000000.0
sh600871,ргуВ╩╞ок,1995-04-21,3.14,3.25,3.08,3.08,3.1,24905300.0,78922293.0,616000000.0,8008000000.0
sh600871,ргуВ╩╞ок,1995-04-24,3.05,3.08,3.0,3.02,3.08,11670800.0,35383705.0,604000000.0,7852000000.0
sh600871,ргуВ╩╞ок,1995-04-25,3.0,3.05,2.99,3.04,3.02,4483300.0,13550795.0,608000000.0,7904000000.0
sh600871,ргуВ╩╞ок,1995-04-26,3.05,3.08,2.94,2.94,3.04,9868100.0,29489753.0,588000000.0,7644000000.0
sh600871,ргуВ╩╞ок,1995-04-27,2.8,3.0,2.42,2.78,2.94,22237200.0,61925175.0,556000000.0,7228000000.0
sh600871,ргуВ╩╞ок,1995-04-28,2.8,2.87,2.75,2.83,2.78,10174800.0,28562440.0,566000000.0,7358000000.0
sh600871,ргуВ╩╞ок,1995-05-02,2.8,2.85,2.8,2.82,2.83,2596800.0,7320619.0,564000000.0,7332000000.0
sh600871,ргуВ╩╞ок,1995-05-03,2.83,2.85,2.78,2.79,2.82,2624000.0,7408820.0,558000000.0,7254000000.0
sh600871,ргуВ╩╞ок,1995-05-04,2.8,2.81,2.7,2.72,2.79,4610200.0,12621688.0,544000000.0,7072000000.0
sh600871,ргуВ╩╞ок,1995-05-05,2.7,2.74,2.69,2.72,2.72,3344300.0,9107751.0,544000000.0,7072000000.0
sh600871,ргуВ╩╞ок,1995-05-08,2.72,2.74,2.69,2.7,2.72,2359600.0,6395085.0,540000000.0,7020000000.0
